34.085929, 1
51.726219, 2
57.505981, 2
29.311605, 1
36.966161, 1
56.042593, 2
57.243350, 2
35.066262, 1
43.981287, 2
56.926192, 2
61.463510, 2
56.934796, 2
29.653569, 1
36.463316, 1
37.311959, 1
32.701225, 1
41.623881, 1
39.641158, 1
27.945704, 1
52.314126, 2
37.013574, 1
37.615510, 1
34.570532, 1
31.740487, 1
36.018777, 1
48.481308, 2
35.621626, 1
40.720414, 1
68.513593, 2
40.639361, 2
57.098886, 2
37.374124, 1
67.352818, 2
36.794706, 1
60.884053, 2
50.792673, 2
24.286079, 1
35.585647, 1
38.152263, 1
40.653462, 1
32.587962, 1
32.543019, 1
44.856233, 2
40.802263, 1
58.235958, 2
37.414261, 2
36.585832, 1
53.843302, 2
32.351963, 1
37.697083, 1
35.320164, 1
55.755999, 2
40.118998, 1
50.432736, 2
55.925772, 2
56.254020, 2
32.860016, 1
32.546071, 1
34.884922, 1
65.336908, 2
41.818801, 2
61.605775, 2
37.970674, 1
28.446919, 1
56.759140, 2
59.737192, 2
73.270364, 2
67.768214, 2
35.419425, 1
27.025459, 1
33.870897, 1
44.534146, 1
67.002305, 2
48.919589, 2
54.218617, 2
47.958884, 2
35.419701, 1
44.371794, 1
51.617129, 2
69.151990, 2
27.915781, 1
50.781518, 2
51.122421, 2
74.031330, 2
33.103162, 1
61.271568, 2
34.938698, 1
59.553197, 2
46.812596, 2
32.697236, 1
36.517109, 1
35.317086, 1
29.594895, 1
47.969790, 2
32.744816, 1
62.141653, 2
66.049959, 2
47.824355, 2
42.650916, 2
36.343769, 1
42.412533, 1
33.398229, 1
33.517717, 1
59.495083, 2
42.072226, 1
29.702935, 1
22.972259, 1
36.180815, 1
37.388431, 1
66.601110, 2
35.990244, 1
61.628821, 2
29.473943, 1
36.699178, 1
60.623822, 2
51.568360, 2
35.994185, 1
37.184027, 2
46.218111, 2
26.750519, 1
36.136047, 1
33.465474, 1
25.970555, 1
35.477314, 1
33.819170, 1
28.385596, 1
58.055884, 2
60.484452, 2
34.081135, 1
36.732657, 1
35.578043, 1
47.113401, 2
68.109289, 2
36.392917, 1
63.490612, 2
52.443849, 2
36.281415, 2
53.524117, 2
46.967636, 2
31.537516, 1
47.031078, 2
58.844077, 2
57.964324, 2
31.062990, 1
51.077308, 2
29.521188, 1
27.657985, 1
56.434306, 2
49.057010, 2
40.355557, 1
33.946025, 1
32.779196, 1
37.211044, 1
50.253832, 2
34.739000, 1
29.743784, 1
70.954921, 2
28.364843, 1
48.356284, 2
42.699196, 2
51.609328, 2
66.105409, 2
59.032295, 2
37.776076, 1
35.004924, 1
52.160520, 2
41.110970, 1
46.968499, 2
31.910145, 1
31.357526, 1
63.209982, 2
51.662791, 2
48.152225, 2
66.152565, 2
32.353405, 1
44.245097, 1
36.906353, 1
33.173785, 1
36.064879, 1
52.507907, 2
32.445218, 1
57.766995, 2
36.324517, 1
36.964293, 1
47.535599, 2
36.413547, 1
46.975040, 2
34.239694, 1
68.556833, 2
37.163334, 1
36.151918, 1
33.437992, 1
56.564241, 2
64.964093, 2
43.521013, 1
57.268781, 2
33.788866, 1
70.060992, 2
37.771680, 1
41.075626, 2
55.328203, 2
33.346884, 1
39.552313, 2
35.576559, 1
36.393159, 2
30.917313, 1
57.731309, 2
23.847112, 1
28.293772, 1
29.197259, 1
42.531199, 1
38.067700, 1
50.475152, 2
62.253313, 2
65.635571, 2
59.301086, 2
44.744471, 2
36.227680, 1
44.685683, 2
62.972611, 2
38.048677, 1
52.543035, 2
35.379561, 1
35.649071, 1
34.435012, 1
61.476322, 2
53.287209, 2
39.887468, 1
53.466905, 2
37.891179, 1
44.311425, 2
26.611392, 1
24.414517, 1
42.710913, 2
59.560383, 2
60.877755, 2
51.576811, 2
56.209347, 2
56.766848, 2
57.058008, 2
43.348970, 2
29.540036, 1
27.189015, 1
54.462175, 2
32.738537, 1
50.663596, 2
36.185175, 1
47.548836, 2
59.903766, 2
63.761914, 2
34.493970, 1
60.851364, 2
47.571722, 2
60.467399, 2
31.655203, 1
46.646630, 2
55.374813, 2
